en,fr
refrigerator,réfrigérateur
tions,tions
intervals,intervalles
sentences,phrases
dentists,dentistes
usda,USDA
exclusion,exclusion
workstation,poste de travail
holocaust,holocauste
keen,passionné
flyer,prospectus
peas,petits pois
dosage,dosage
receivers,récepteurs
urls,URL
customise,personnaliser
disposition,disposition
variance,variance
navigator,navigateur
investigators,enquêteurs
cameroon,Cameroun
baking,pâtisserie
marijuana,Maryan
adaptive,adaptatif
computed,calculé
needle,aiguille
baths,thermes
enb,enb
gg,gg
cathedral,cathédrale
brakes,freins
og,et
nirvana,nirvana
ko,que
fairfield,foire
owns,propriétaire
til,jusqu'au bout
invision,inviter
sticky,collant
destiny,destin
generous,généreux
madness,folie
emacs,emacs
climb,grimper
blowing,soufflant
fascinating,fascinant
landscapes,paysages
heated,chauffé
lafayette,Lafayette
jackie,jackie
wto,OMC
computation,calcul
hay,foins
cardiovascular,cardiovasculaire
ww,WW
sparc,natte
cardiac,cardiaque
salvation,salut
dover,Douvres
adrian,Adrian
predictions,prédictions
accompanying,accompagnant
vatican,Vatican
brutal,brutal
learners,apprenants
gd,gd
selective,sélectif
arbitration,arbitrage
configuring,configuration
token,jeton
editorials,éditoriaux
zinc,zinc
sacrifice,sacrifier
seekers,chercheurs
guru,gourou
isa,Isa
removable,amovible
convergence,convergence
yields,rendements
gibraltar,Gibraltar
levy,prélèvement
suited,adapté
numeric,numérique
anthropology,anthropologie
skating,patinage
kinda,en quelque sorte
aberdeen,aberdeen
emperor,empereur
grad,diplômé
malpractice,faute professionnelle
dylan,Dylan
bras,soutien-gorge
belts,ceintures
blacks,Noirs
educated,éduqué
rebates,rabais
reporters,journalistes
burke,burke
proudly,fièrement
pix,pix
necessity,nécessité
rendering,rendu
mic,micro
inserted,inséré
pulling,tirage
basename,nom de base
kyle,kyle
obesity,obésité
curves,courbes
suburban,de banlieue
touring,tournée
clara,Clara
vertex,sommet
bw,bw
hepatitis,hépatite
nationally,à l'échelle nationale
tomato,tomate
andorra,Andorre
waterproof,étanche
expired,expiré
mj,MJ
travels,voyages
flush,flush
waiver,renoncer
pale,pâle
specialties,spécialités
hayes,foin
humanitarian,humanitaire
invitations,invitations
functioning,fonctionnement
delight,plaisir
survivor,survivant
garcia,garcia
cingular,cingulaire
economies,économies
alexandria,Alexandrie
bacterial,bactérien
moses,Moïse
counted,dénombré
undertake,entreprendre
declare,déclarer
continuously,en continu
johns,johns
valves,vannes
gaps,lacunes
impaired,affaibli
achievements,réalisations
donors,donateurs
tear,larme
jewel,bijou
teddy,en peluche
lf,LF
convertible,convertible
ata,ata
teaches,enseigner
ventures,aventures
nil,néant
bufing,bufing
stranger,étranger
tragedy,tragédie
julian,julien
nest,nid
pam,pam
dryer,séchoir
painful,douloureux
velvet,velours
tribunal,tribunal
ruled,jugé
nato,OTAN
pensions,pensions
prayers,prières
funky,froussard
secretariat,secrétariat
nowhere,nulle part
cop,flic
paragraphs,paragraphes
gale,coup de vent
joins,se joindre à
adolescent,adolescent
nominations,nominations
wesley,wesley
dim,faible
lately,dernièrement
cancelled,annulé
scary,effrayant
mattress,matelas
mpegs,mpegs
brunei,Brunei
likewise,de même
banana,banane
introductory,introduction
slovak,slovaque
cakes,gâteaux
stan,stan
reservoir,réservoir
occurrence,occurrence
idol,idole
bloody,sanglant
mixer,mixer
remind,rappeler
wc,toilettes
worcester,worcester
sbjct,SBJCT
demographic,démographique
charming,charmant
mai,mai
tooth,dent
disciplinary,disciplinaire
annoying,ennuyeux
respected,respecté
stays,séjour
disclose,divulguer
affair,affaire
drove,rouler
washer,rondelle
upset,bouleversé
restrict,limiter
springer,springer
beside,à côté de
mines,mines
portraits,portraits
rebound,rebond
logan,Logan
mentor,mentor
interpreted,interprété
evaluations,évaluations
fought,combattu
baghdad,Bagdad
elimination,élimination
metres,mètres
hypothetical,hypothétique
immigrants,immigrés
complimentary,complémentaire
helicopter,hélicoptère
pencil,crayon
freeze,geler
hk,HK
performer,interprète
abu,abu
titled,titré
commissions,commissions
sphere,sphère
powerseller,puisseur
moss,mousse
ratios,ratios
concord,concorde
graduated,diplômé
endorsed,approuvé
ty,ty
surprising,surprenant
walnut,noyer
lance,lance
ladder,échelle
italia,Italie
unnecessary,inutile
dramatically,radicalement
liberia,Libéria
sherman,sherman
cork,liège
maximize,maximiser
cj,cj
hansen,hansen
senators,sénateurs
workout,entraînement
mali,Mali
yugoslavia,Yougoslavie
bleeding,saignement
characterization,caractérisation
colon,côlon
likelihood,probabilité
lanes,voies
purse,bourse
fundamentals,fondamentaux
contamination,contamination
mtv,MTV
endangered,en voie de disparition
compromise,compromis
masturbation,masturbation
optimize,optimiser
stating,déclarant
dome,dôme
caroline,Caroline
leu,leu
expiration,expiration
namespace,espace de noms
align,aligner
peripheral,périphérique
bless,bénir
engaging,engageant
negotiation,négociation
crest,crête
opponents,adversaires
triumph,triomphe
nominated,nommé
confidentiality,confidentialité
electoral,électoral
changelog,changelog
welding,soudage
orgasm,orgasme
deferred,différé
alternatively,alternativement
heel,talon
alloy,alliage
condos,condos
plots,parcelles
polished,brillant
yang,Lequel
gently,doucement
greensboro,Greensboro
tulsa,Tulsa
locking,verrouillage
casey,casey
controversial,controversé
draws,tirage au sort
fridge,réfrigérateur
blanket,couverture
bloom,floraison
qc,QC
simpsons,simpsons
lou,louche
elliott,Elliott
recovered,rétabli
fraser,fraser
justify,justifier
upgrading,mise à niveau
blades,lames
pgp,PGP
loops,boucles
surge,surtension
frontpage,pavillon
trauma,traumatisme
aw,aw
tahoe,tahoe
advert,annonce
possess,posséder
demanding,exigeant
defensive,défensive
sip,siroter
flashers,clignotement
subaru,subaru
forbidden,interdit
tf,TF
vanilla,vanille
programmers,programmeurs
pj,pyjama
monitored,surveillé
installations,installations
deutschland,deutschlands
picnic,pique-niquer
souls,âme
arrivals,Arrivées
spank,donner une fessée à
cw,cw
practitioner,praticien
motivated,motivé
wr,wr
dumb,idiot
smithsonian,smithsonian
hollow,creux
vault,sauter
securely,en toute sécurité
examining,examiner
fioricet,fiorinet
groove,rainure
revelation,révélation
rg,rg
pursuit,poursuite
delegation,délégation
wires,fils
bl,blandir
dictionaries,dictionnaires
mails,courrier
backing,support
greenhouse,serre
sleeps,se coucher
vc,VC
blake,flatter
transparency,transparence
dee,dee
travis,travis
wx,wx
endless,sans fin
figured,figuré
orbit,orbite
currencies,devises
niger,Niger
bacon,lard
survivors,survivants
positioning,positionnement
heater,chauffage
colony,colonie
cannon,canon
circus,cirque
promoted,promu
forbes,forbes
mae,mae
moldova,Moldavie
mel,mel
descending,descendant
paxil,paxil
spine,colonne vertébrale
trout,truite
enclosed,ci-joint
feat,exploit
temporarily,temporairement
ntsc,NTSC
cooked,cuit
thriller,thriller
transmit,transmettre
apnic,apnique
fatty,gras
gerald,Gerald
pressed,pressé
frequencies,fréquences
scanned,numérisé
reflections,réflexions
hunger,faim
mariah,Mariah
sic,sic
municipality,municipalité
usps,USPS
joyce,joyce
detective,détective
surgeon,chirurgien
cement,ciment
experiencing,expérimentant
fireplace,cheminée
endorsement,approbation
bg,bg
planners,planificateurs
disputes,différend
textiles,textiles
missile,missile
intranet,intranet
closes,fermeture
seq,som
psychiatry,psychiatrie
persistent,persistant
deborah,deborah
conf,confli
marco,marco
assists,aides
summaries,résumés
glow,briller
gabriel,Gabriel
auditor,auditeur
wma,wma
aquarium,aquarium
violin,violon
prophet,prophète
cir,cir
bracket,support
looksmart,lookmart
isaac,Isaac
oxide,oxyde
oaks,chêne
magnificent,magnifique
erik,Erik
colleague,collègue
naples,Naples
promptly,rapidement
modems,modems
adaptation,adaptation
hu,hu
harmful,nocif
paintball,paintball
prozac,prozac
sexually,sexuellement
enclosure,enceinte
acm,ACM
dividend,dividende
newark,Newark
kw,kw
paso,paso
glucose,glucose
phantom,fantôme
norm,norme
playback,lecture
supervisors,superviseurs
westminster,Westminster
turtle,tortue
ips,ips
distances,distances
absorption,absorption
treasures,trésors
dsc,dsc
warned,averti
neural,neural
ware,ware
fossil,fossile
mia,mia
hometown,ville natale
badly,gravement
transcripts,transcriptions
apollo,Apollon
wan,blême
disappointed,déçu
persian,persan
continually,continuellement
communist,communiste
collectible,à collectionner
handmade,fait à la main
greene,greene
entrepreneurs,entrepreneurs
robots,robots
grenada,Grenade
creations,créations
jade,jade
scoop,scoop
acquisitions,acquisitions
foul,faute
keno,keno
gtk,gtk
earning,revenus
mailman,facteur
sanyo,Sanyo
nested,imbriqué
biodiversity,biodiversité
excitement,excitation
somalia,Somalie
movers,déménageurs
verbal,verbal
blink,clignoter
presently,actuellement
seas,mers
carlo,Carlo
workflow,flux de travail
mysterious,mystérieux
novelty,nouveauté
bryant,bryant
tiles,carrelage
voyuer,voyuer
librarian,bibliothécaire
subsidiaries,filiales
switched,commuté
stockholm,Stockholm
tamil,tamoul
garmin,garmin
ru,ru
pose,pose
fuzzy,flou
indonesian,indonésien
grams,grammes
therapist,thérapeute
richards,Richard
mrna,ARNm
budgets,budget
toolkit,boîte à outils
promising,prometteur
relaxation,relaxation
goat,chèvre
render,rendre
carmen,Carmen
ira,Ira
sen,Sen
thereafter,par la suite
hardwood,bois dur
erotica,érotique
temporal,temporel
sail,naviguer
forge,forge
commissioners,commissaires
dense,dense
dts,dts
brave,courageux
forwarding,expéditeur
qt,QT
awful,affreux
nightmare,cauchemar
airplane,avion
reductions,réductions
southampton,Southampton
istanbul,Istanbul
impose,imposer
organisms,organismes
sega,sega
telescope,télescope
viewers,téléspectateurs
asbestos,amiante
portsmouth,Portsmouth
cdna,ADNc
meyer,Meyer
enters,entrer
pod,cosse
savage,sauvage
advancement,avancement
wu,wu
harassment,harcèlement
willow,saule
resumes,curriculum vitae
bolt,boulon
gage,jauge
throwing,lancement
existed,existé
whore,putain
generators,générateurs
lu,Lu
wagon,wagon
barbie,Barbie
dat,dat
favour,service
soa,soa
knock,frappe
urge,exhorter
smtp,smtp
generates,génère
potatoes,pommes de terre
thorough,complet
replication,réplication
inexpensive,peu coûteux
kurt,kurt
receptors,récepteurs
peers,pairs
roland,Roland
optimum,optimum
neon,néon
interventions,interventions
quilt,édredon
huntington,Huntington
creature,créature
ours,la nôtre
mounts,montures
syracuse,syracuse
internship,stage
lone,seul
refresh,rafraîchir
aluminium,aluminium
snowboard,snowboard
beastality,Beastality
webcast,webc colonment
michel,Michel
evanescence,évanescence
subtle,subtil
coordinated,coordonné
notre,notre
shipments,expéditions
maldives,Maldives
stripes,rayures
firmware,firmware
antarctica,Antarctique
cope,faire face
shepherd,berger
lm,LM
canberra,canberra
cradle,berceau
chancellor,chancelier
mambo,mambo
lime,citron vert
kirk,église
flour,farine
controversy,controverse
legendary,légendaire
bool,bool
sympathy,sympathie
choir,chœur
avoiding,éviter
beautifully,magnifiquement
blond,blond
expects,s'attendre à
cho,chou
jumping,sauter
fabrics,tissus
antibodies,anticorps
polymer,polymère
hygiene,hygiène
wit,esprit
poultry,volaille
virtue,vertu
burst,éclatement
examinations,examens
surgeons,chirurgiens
bouquet,bouquet
immunology,immunologie
promotes,promotion
mandate,mandat
wiley,Wiley
departmental,départemental
bbs,bbs
spas,spas
ind,Indiana
corpus,corpus
johnston,Johnston
terminology,terminologie
gentleman,gentilhomme
fibre,fibre
reproduce,reproduire
convicted,condamné
shades,nuances
jets,avion
indices,indices
roommates,colocataires
adware,logiciel publicitaire
qui,qui
intl,intl
threatening,menaçant
spokesman,porte-parole
zoloft,zoloft
activists,militants
frankfurt,fracasse
prisoner,prisonnier
daisy,marguerite
halifax,halifax
encourages,encourager
ultram,ultram
cursor,curseur
assembled,assemblé
earliest,précoce
donated,fait don
stuffed,farci
restructuring,restructuration
insects,insectes
terminals,terminaux
crude,brut
morrison,corrison
maiden,jeune fille
simulations,simulations
cz,CZ
sufficiently,suffisamment
examines,examiner
viking,viking
myrtle,myrte
bored,ennuyé
cleanup,nettoyage
yarn,fil
knit,tricoter
conditional,conditionnel
mug,tasse
crossword,mots croisés
bother,déranger
budapest,Budapest
conceptual,conceptuel
knitting,tricot
attacked,attaqué
hl,HL
bhutan,Bhoutan
liechtenstein,Liechtenstein
mating,accouplement
compute,calculer
redhead,roux
arrives,arrive
translator,traducteur
automobiles,automobiles
tractor,tracteur
allah,Allah
continent,continent
ob,ob
unwrap,déballer
fares,tarifs
longitude,longitude
resist,résister
challenged,contesté
telecharger,télécharge
hoped,espéré
pike,brochet
safer,plus sûr
insertion,insertion
instrumentation,instrumentation
ids,identifiant
hugo,hugo
wagner,Wagner
constraint,contrainte
groundwater,eaux souterraines
touched,touché
strengthening,renforcement
cologne,eau de Cologne
gzip,gzip
wishing,souhaitant
ranger,ranger
smallest,le plus petit
insulation,isolation
newman,Newman
marsh,marais
ricky,ricky
ctrl,ctrl
scared,effrayé
theta,thête
infringement,infraction
bent,courbé
laos,Laos
subjective,subjectif
monsters,monstres
asylum,asile
lightbox,boîte de lumière
robbie,robbie
stake,miser
cocktail,cocktail
outlets,débouchés
swaziland,Swaziland
varieties,variétés
arbor,tonnelle
mediawiki,mediawiki
configurations,configurations
poison,poison
